epoch,acc,loss,val_acc,val_loss
0,0.3479999899864197,1.5226396322250366,0.49000000953674316,1.2754876613616943
1,0.5419999957084656,1.1708695888519287,0.596666693687439,1.056364893913269
2,0.612333357334137,1.0332188606262207,0.6333333253860474,0.9652004837989807
3,0.6380000114440918,0.9516046643257141,0.6933333277702332,0.8433562517166138
4,0.6683333516120911,0.8737490773200989,0.6800000071525574,0.8161211013793945
5,0.7003333568572998,0.8084529638290405,0.7233333587646484,0.8049165606498718
6,0.7099999785423279,0.7791815400123596,0.7583333253860474,0.7000491619110107
7,0.7440000176429749,0.7185472249984741,0.7716666460037231,0.6579843759536743
8,0.7509999871253967,0.6791660785675049,0.7883333563804626,0.6557626128196716
9,0.7723333239555359,0.6404487490653992,0.778333306312561,0.617162823677063
10,0.7860000133514404,0.5982028245925903,0.8033333420753479,0.5628035664558411
11,0.7919999957084656,0.5679532289505005,0.79666668176651,0.597262978553772
12,0.7940000295639038,0.5685827136039734,0.8233333230018616,0.5735828876495361
13,0.8173333406448364,0.5030116438865662,0.8233333230018616,0.5752971172332764
14,0.8133333325386047,0.5012283325195312,0.8100000023841858,0.6249117851257324
15,0.8289999961853027,0.4946909248828888,0.8050000071525574,0.578488290309906
16,0.824999988079071,0.495711088180542,0.800000011920929,0.5534683465957642
17,0.8493333458900452,0.4361756145954132,0.800000011920929,0.6482075452804565
18,0.8393333554267883,0.4415966272354126,0.8299999833106995,0.580356776714325
19,0.8556666374206543,0.4014187157154083,0.8016666769981384,0.61689293384552
20,0.8529999852180481,0.4045928120613098,0.8383333086967468,0.4908801317214966
21,0.8706666827201843,0.3673020303249359,0.8450000286102295,0.5606698989868164
22,0.871666669845581,0.36221638321876526,0.8399999737739563,0.5065604448318481
23,0.8763333559036255,0.3461132347583771,0.846666693687439,0.5580443739891052
24,0.8740000128746033,0.3418158292770386,0.8333333134651184,0.5316867828369141
25,0.8786666393280029,0.3207286298274994,0.8333333134651184,0.5893861055374146
26,0.8996666669845581,0.288475900888443,0.8366666436195374,0.5378970503807068
27,0.8983333110809326,0.2782464921474457,0.8566666841506958,0.5046137571334839
28,0.8989999890327454,0.2796144485473633,0.8433333039283752,0.5192588567733765
29,0.9156666398048401,0.23032067716121674,0.8550000190734863,0.5383723378181458
